0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-0.00000415,0.00002364,-0.00154479,0.00879855,-0.13629493
-0.00001584,0.00009023,-0.00287799,0.01638668,-0.26201724
-0.00003403,0.00019373,-0.00402129,0.02288339,-0.37799980
-0.00005775,0.00032870,-0.00499433,0.02839683,-0.48500525
-0.00008618,0.00049023,-0.00581496,0.03302527,-0.58373206
-0.00011855,0.00067393,-0.00649933,0.03685797,-0.67482012
-0.00015418,0.00087584,-0.00706207,0.03997603,-0.75885582
-0.00019248,0.00109240,-0.00751645,0.04245307,-0.83637662
-0.00023291,0.00132042,-0.00787445,0.04435589,-0.90787530
-0.00027498,0.00155706,-0.00814694,0.04574516,-0.97380384
-0.00031828,0.00179976,-0.00834372,0.04667587,-1.03457689
-0.00036244,0.00204625,-0.00847367,0.04719790,-1.09057500
-0.00040712,0.00229451,-0.00854478,0.04735648,-1.14214754
-0.00045204,0.00254274,-0.00856428,0.04719257,-1.18961539
-0.00049693,0.00278934,-0.00853869,0.04674328,-1.23327337
-0.00054159,0.00303291,-0.00847389,0.04604220,-1.27339247
-0.00058581,0.00327221,-0.00837514,0.04511973,-1.31022186
-0.00062944,0.00350615,-0.00824721,0.04400334,-1.34399081
-0.00067233,0.00373377,-0.00809437,0.04271788,-1.37491031
-0.00071436,0.00395425,-0.00792045,0.04128579,-1.40317466
-0.00075543,0.00416688,-0.00772887,0.03972730,-1.42896290
-0.00079546,0.00437104,-0.00752273,0.03806070,-1.45244007
-0.00083437,0.00456620,-0.00730476,0.03630242,-1.47375837
-0.00087211,0.00475193,-0.00707742,0.03446728,-1.49305831
-0.00090864,0.00492786,-0.00684289,0.03256862,-1.51046963
-0.00094393,0.00509368,-0.00660311,0.03061841,-1.52611221
-0.00097794,0.00524916,-0.00635980,0.02862738,-1.54009691
-0.00101068,0.00539410,-0.00611448,0.02660518,-1.55252633
-0.00104212,0.00552836,-0.00586851,0.02456041,-1.56349544
-0.00107227,0.00565186,-0.00562306,0.02250079,-1.57309229
-0.00110114,0.00576452,-0.00537916,0.02043319,-1.58139850
-0.00112874,0.00586632,-0.00513772,0.01836372,-1.58848984
-0.00115507,0.00595727,-0.00489953,0.01629783,-1.59443668
-0.00118017,0.00603739,-0.00466526,0.01424032,-1.59930446
-0.00120405,0.00610675,-0.00443548,0.01219546,-1.60315405
-0.00122673,0.00616542,-0.00421070,0.01016701,-1.60604214
-0.00124825,0.00621350,-0.00399134,0.00815826,-1.60802158
-0.00126863,0.00625109,-0.00377773,0.00617209,-1.60914168
-0.00128791,0.00627833,-0.00357016,0.00421101,-1.60944847
-0.00130612,0.00629534,-0.00336886,0.00227721,-1.60898499
-0.00132328,0.00630228,-0.00317402,0.00037255,-1.60779153
-0.00133944,0.00629930,-0.00298575,-0.00150138,-1.60590578
-0.00135463,0.00628658,-0.00280416,-0.00334321,-1.60336313
-0.00136889,0.00626427,-0.00262931,-0.00515182,-1.60019675
-0.00138224,0.00623256,-0.00246122,-0.00692628,-1.59643784
-0.00139473,0.00619163,-0.00229990,-0.00866583,-1.59211570
-0.00140639,0.00614167,-0.00214532,-0.01036987,-1.58725796
-0.00141726,0.00608286,-0.00199744,-0.01203795,-1.58189063
-0.00142737,0.00601538,-0.00185620,-0.01366976,-1.57603825
-0.00143675,0.00593944,-0.00172151,-0.01526507,-1.56972401
-0.00144545,0.00585523,-0.00159328,-0.01682379,-1.56296982
-0.00145349,0.00576293,-0.00147141,-0.01834588,-1.55579642
-0.00146090,0.00566273,-0.00135578,-0.01983141,-1.54822346
-0.00146773,0.00555484,-0.00124627,-0.02128051,-1.54026958
-0.00147400,0.00543944,-0.00114275,-0.02269338,-1.53195246
-0.00147973,0.00531671,-0.00104507,-0.02407025,-1.52328892
-0.00148497,0.00518686,-0.00095311,-0.02541143,-1.51429494
-0.00148975,0.00505006,-0.00086671,-0.02671725,-1.50498575
-0.00149408,0.00490650,-0.00078573,-0.02798808,-1.49537585
-0.00149800,0.00475636,-0.00071001,-0.02922433,-1.48547910
-0.00150154,0.00459982,-0.00063940,-0.03042643,-1.47530870
-0.00150472,0.00443706,-0.00057375,-0.03159483,-1.46487730
-0.00150757,0.00426826,-0.00051291,-0.03272999,-1.45419695
-0.00151011,0.00409359,-0.00045672,-0.03383241,-1.44327925
-0.00151237,0.00391322,-0.00040503,-0.03490259,-1.43213527
-0.00151437,0.00372731,-0.00035770,-0.03594104,-1.42077563
-0.00151614,0.00353604,-0.00031457,-0.03694827,-1.40921054
-0.00151768,0.00333956,-0.00027550,-0.03792480,-1.39744979
-0.00151903,0.00313803,-0.00024034,-0.03887117,-1.38550280
-0.00152021,0.00293162,-0.00020894,-0.03978789,-1.37337862
-0.00152123,0.00272047,-0.00018117,-0.04067551,-1.36108597
-0.00152212,0.00250474,-0.00015690,-0.04153455,-1.34863324
-0.00152289,0.00228458,-0.00013597,-0.04236554,-1.33602852
-0.00152355,0.00206013,-0.00011827,-0.04316899,-1.32327961
-0.00152413,0.00183153,-0.00010367,-0.04394544,-1.31039404
-0.00152465,0.00159892,-0.00009202,-0.04469540,-1.29737907
-0.00152510,0.00136245,-0.00008322,-0.04541938,-1.28424173
-0.00152552,0.00112225,-0.00007714,-0.04611789,-1.27098879
-0.00152592,0.00087845,-0.00007367,-0.04679143,-1.25762681
